ingreso,horas
7104.943812,40.88001063
6060.372388000001,40.75103995
10876.66824,41.652767700000005
13843.95365,41.75686868
7961.416112999999,40.89989637
10655.62796,40.36377321
10783.6211,40.90571334
11639.81173,41.75295183
8283.679782,41.5570771
11538.63534,41.41274696
13710.80009,42.1033137
10276.1861,41.53361912
6591.868915999999,40.73099692
11296.717190000001,41.08356628
11009.46045,41.58437062
7955.733848999999,41.10346803
11959.876409999999,41.99929918
7759.940015000001,41.26386926
8941.880906,41.66916496
8034.816938,41.10609774
7308.936823,40.86111391
6483.332287,40.83510386
9422.280918999999,41.06886708
10274.03837,40.47755381
10057.71046,41.52967289
10295.04061,41.26694512
12439.68077,41.77034679
13022.606020000001,41.93565232
8245.162698999999,41.15020347
10078.96183,40.43507756
14629.43407,41.45243507
6136.488338,40.70206486
12005.23488,41.80039036
8901.301709000001,41.08503477
9975.787088,41.93719952
9925.837696999999,41.31272842
4830.729499,40.20628133
10921.75607,41.49398676
14501.152,42.27203905
6941.597804000001,40.83849241
8264.499747,40.9723424
12503.343490000001,41.32785631
7673.877967,40.75548932
10824.70153,41.44636073
12649.137709999999,41.87954579
9258.472227,41.30502934
15175.67029,41.51701344
11742.215320000001,41.59182157
11001.34919,41.72983381
9135.407657,41.12742120000001
16842.43893,42.39107995
12614.29652,41.58849787
9431.906158,40.67675955
10319.16521,41.5522032
10573.250409999999,40.44633007
5208.27721,40.44246353
11052.93003,41.36464795
12001.07458,41.100297499999996
9993.32249,40.78557341
9267.131216,40.80175191
10839.9007,41.19349035
9100.506925,41.43462465
6757.040333,40.63805659
5661.393758,40.44924786
12578.002629999999,41.86336129
13843.915159999999,41.44145926
10369.85059,41.60070267
5096.462789,40.29446527
8001.822469,41.09829882
11389.43391,40.95700966
9930.841912,41.30323495
5516.039991,40.65074798
10813.92544,41.02779283
9719.237511,41.30368218
10058.13443,42.10094971
11126.22483,40.7887218
11487.87008,41.37610713
11782.72958,41.2289958
12861.92872,41.61911413
4347.966447999999,40.41132451
6896.765629,40.41275558
10007.54975,41.63859858
10538.49773,41.50120872
11129.79763,40.8163616
10112.32357,40.92580694
13536.16772,41.69912661
10156.803590000001,42.08282899
6911.374599,41.2827188
13843.51311,41.23760675
9208.076297,41.00336975
5868.486419,41.21643704
9439.279934999999,40.81429901
8191.676213,40.80280014
11020.214829999999,40.4993698
8989.003275,40.34834393
12455.77405,41.44739036
12823.245509999999,41.81984413
10245.0224,41.86317551
9643.870837,40.72287528
6194.66936,40.88305406
10546.38867,40.46324076
9989.273176,41.17585743
9030.666056999999,41.26925694
8246.315363,41.67850499
4875.737967,40.18836705
11786.40242,40.52500994
11016.07466,41.56558539
13191.6276,41.51101001
7729.440804000001,41.46303629
3966.175553,40.46694323
13029.51375,41.53599829
11600.57382,41.43717005
12912.08804,40.81320189
7812.847164,40.3496078
5924.159567000001,40.38691791
11052.52896,41.20507024
7282.039116,41.17232377
10510.45547,41.29799379
13575.99592,41.77642823
6081.212757,40.8381148
13166.73555,41.60236226
12187.08816,41.5331137
8326.952663,41.90909124
11913.157,41.39244305
8459.510848,41.44123592
8745.318521,41.69763676
11884.32866,41.45972903
9998.522401999999,41.11035216
6867.097603,40.61706125
9757.539279999999,40.79808515
11044.031509999999,41.44360351
13222.2538,41.40263717
